,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
436,Maruti,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,210000
437,Maruti,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
438,Renault,2,2500,Individual,Petrol,Manual,23.01,999,67,5,400000
439,Jaguar,8,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2150000
440,Maruti,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000
441,Maruti,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
443,Maruti,9,68000,Individual,Diesel,Manual,22.9,1248,74,5,381000
444,Mercedes-Benz,10,45000,Dealer,Diesel,Automatic,14.94,2143,204,5,775000
445,Maruti,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
446,Maruti,4,106000,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
447,Honda,6,28000,Dealer,Petrol,Automatic,18,1497,117.3,5,670000
448,Mahindra,3,50000,Individual,Diesel,Manual,16,2179,140,7,1050000
450,BMW,2,19000,Individual,Diesel,Automatic,13.38,2993,265,5,7900000
451,Honda,10,55000,Dealer,Petrol,Manual,17,1497,118,5,360000
452,Ford,4,53000,Individual,Diesel,Manual,25.83,1498,99,5,400000
453,Hyundai,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,470000
454,Maruti,3,22000,Individual,Petrol,Manual,24.7,796,47.3,5,304000
456,Honda,7,69000,Dealer,Diesel,Manual,26,1498,98.6,5,490000
457,Mahindra,5,155000,Individual,Diesel,Manual,15.4,1997,120,7,864000
458,Mahindra,8,85000,Dealer,Diesel,Manual,16,2179,140,7,480000
460,Maruti,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
462,Maruti,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
465,Toyota,6,143000,Dealer,Diesel,Manual,12.99,2494,100,7,780000
466,Audi,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
468,MG,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1699000
470,Maruti,2,44000,Individual,Diesel,Manual,28.4,1248,74,5,800000
471,Maruti,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,680000
472,Toyota,11,200000,Individual,Diesel,Manual,11.5,2982,171,7,1200000
473,Toyota,9,187031,Dealer,Diesel,Manual,12.99,2494,100,8,525000
474,Ford,2,22346,Dealer,Petrol,Manual,17,1497,121.36,5,955000
475,Hyundai,9,120000,Individual,Diesel,Manual,21.9,1396,90,5,350000
476,Maruti,1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,800000
477,Maruti,16,56700,Individual,Petrol,Manual,19.7,796,46.3,5,75000
478,Mahindra,6,170000,Individual,Diesel,Manual,16,2179,140,7,825000
479,Mahindra,2,60000,Individual,Diesel,Manual,17.3,1497,121,8,1476000
480,Honda,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,670000
481,Maruti,9,28000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
483,Hyundai,4,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,490000
484,Maruti,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
485,Hyundai,7,40000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
487,Toyota,2,35000,Individual,Diesel,Manual,13.68,2393,147.8,8,1500000
489,Ford,9,74000,Dealer,Diesel,Manual,20,1399,68.05,5,190000
491,Renault,7,46500,Individual,Diesel,Manual,20.45,1461,83.8,5,460000
492,Maruti,2,8000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,650000
493,Maruti,5,120000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
496,Maruti,4,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,455000
498,Maruti,7,54000,Dealer,Petrol,Manual,22,1197,81.8,5,365000
500,Maruti,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000
502,Toyota,3,35000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2950000
504,Maruti,9,48000,Individual,Diesel,Manual,22.9,1248,74,5,400000
505,Renault,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,550000
506,Honda,2,23000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,1519000
507,Maruti,3,31500,Individual,Diesel,Automatic,28.4,1248,74.02,5,740000
512,Honda,8,73000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
513,Hyundai,1,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,600000
514,Honda,8,208000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
515,Hyundai,11,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
516,Maruti,5,83000,Dealer,CNG,Manual,26.6,998,58.16,5,345000
517,Mahindra,3,60000,Individual,Diesel,Manual,15.4,2523,75,7,900000
518,Mahindra,5,83000,Dealer,Diesel,Manual,16,1997,140,7,1025000
519,Isuzu,4,58132,Dealer,Diesel,Manual,12.4,2499,134,5,1450000
520,Maruti,6,34000,Individual,Petrol,Manual,20.4,1197,81.8,5,400000
521,Honda,7,45120,Dealer,Diesel,Manual,25.8,1498,98.6,5,367000
522,Hyundai,2,15000,Individual,Petrol,Automatic,18.9,1197,81.86,5,535000
523,Maruti,2,15000,Individual,Petrol,Manual,19.34,1462,103,7,805000
524,MG,1,1000,Dealer,Petrol,Manual,15.81,1451,141,5,1488000
525,Hyundai,9,64000,Individual,Petrol,Manual,20.36,1197,78.9,5,250000
526,Mercedes-Benz,10,98000,Dealer,Diesel,Automatic,14.21,2143,203,5,700000
527,Maruti,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
528,Maruti,6,84000,Dealer,Diesel,Manual,28.4,1248,74,5,425000
529,Maruti,6,33000,Individual,Petrol,Manual,22.74,796,47.3,5,260000
531,Honda,5,55670,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
532,Maruti,4,50000,Individual,Diesel,Manual,27.39,1248,74,5,560000
533,Hyundai,15,148000,Individual,Diesel,Manual,16.8,1493,110,5,155000
534,Porsche,5,47000,Dealer,Diesel,Automatic,15.15,2967,240,5,5975000
535,Maruti,2,18000,Dealer,Petrol,Manual,19.01,1462,103.26,7,800000
536,BMW,10,52420,Dealer,Diesel,Automatic,22.69,1995,190,5,750000
537,Hyundai,6,10000,Individual,Petrol,Manual,18.9,1197,82,5,350000
538,Toyota,5,40000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
540,Mahindra,6,50000,Individual,Diesel,Manual,15.4,2179,120,7,1000000
541,Maruti,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
542,Maruti,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000
543,BMW,5,52890,Dealer,Diesel,Automatic,18.12,1995,190,5,2800000
544,Maruti,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
546,Maruti,3,25000,Individual,Diesel,Manual,27.39,1248,74,5,825000
547,Renault,3,10103,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
549,BMW,7,24000,Dealer,Diesel,Automatic,17.05,1995,184,5,1675000
550,Mahindra,7,47240,Dealer,Diesel,Manual,15.1,2179,140,7,800000
551,Maruti,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
552,Toyota,3,58000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1750000
554,Audi,8,65000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1200000
555,Hyundai,6,35213,Dealer,Diesel,Manual,22.54,1396,88.73,5,535000
556,Hyundai,6,35000,Individual,Petrol,Manual,18.9,1197,82,5,356000
557,Mahindra,9,92000,Dealer,Diesel,Manual,16,2179,140,7,550000
558,Maruti,3,34500,Dealer,CNG,Manual,21.94,1196,61.7,5,360000
559,Maruti,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
560,Hyundai,5,30000,Individual,Petrol,Manual,18.9,1197,82,5,390000
561,Toyota,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.7,7,1245000
562,Mahindra,4,60000,Individual,Diesel,Automatic,16,2179,140,7,1150000
563,Maruti,10,83000,Dealer,Petrol,Manual,18.9,998,67.1,5,180000
564,Skoda,7,70000,Dealer,Petrol,Manual,15,1598,103.52,5,425000
565,Ford,2,50000,Individual,Petrol,Manual,19,1194,94.68,5,650000
567,Maruti,9,60000,Individual,Diesel,Manual,22.9,1248,74,5,400000
568,Honda,12,51000,Dealer,Petrol,Manual,17,1497,118,5,275000
570,Maruti,10,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
571,Skoda,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,235000
572,Mercedes-Benz,10,160000,Individual,Diesel,Automatic,14.84,2143,170,5,700000
573,Maruti,7,70000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
574,Maruti,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000
577,Hyundai,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
578,Maruti,4,30000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690000
580,Maruti,6,60000,Individual,Diesel,Manual,26.21,1248,88.5,5,670000
581,Maruti,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
582,Mahindra,4,42000,Dealer,Diesel,Manual,15.4,2523,75,7,935000
583,Hyundai,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,1030000
584,Maruti,16,33650,Individual,Petrol,Manual,18.9,998,67.1,5,110000
588,Hyundai,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
589,Maruti,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
591,Maruti,3,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
592,Maruti,5,58000,Dealer,CNG,Manual,26.2,998,58.2,5,275000
594,Maruti,2,4000,Individual,Petrol,Automatic,21.21,1197,81.8,5,731000
595,Maruti,5,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
598,Tata,3,60000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
599,Honda,5,34000,Dealer,Petrol,Manual,18,1198,86.7,5,500000
600,Datsun,4,42000,Individual,Petrol,Manual,20.63,1198,67.06,5,330000
601,Tata,3,60000,Individual,Diesel,Manual,17.6,2179,153.86,7,1400000
602,Hyundai,8,80000,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
604,Mahindra,13,120000,Individual,Diesel,Manual,13.6,2523,63,7,375000
605,Toyota,5,50000,Dealer,Petrol,Automatic,10.26,2694,163.7,7,2600000
606,Ford,5,35200,Dealer,Petrol,Automatic,14.7,1496,120.69,5,725000
607,Hyundai,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,765000
608,Maruti,5,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
609,Toyota,4,64000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2625000
610,Mahindra,8,50000,Dealer,Diesel,Manual,15.1,2179,140,7,621000
611,Maruti,2,15000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
612,Mahindra,2,30000,Individual,Petrol,Manual,17,1197,110,5,1130000
613,Maruti,1,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,670000
614,Ford,4,62876,Dealer,Diesel,Automatic,10.91,3198,197,7,2875000
615,Honda,6,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000
616,Maruti,6,84003,Individual,Diesel,Manual,26.59,1248,74,5,530000
617,Mahindra,4,55000,Dealer,Diesel,Manual,16.55,2498,105,6,850000
618,Maruti,5,42000,Dealer,CNG,Manual,33.44,796,40.3,4,260000
620,Maruti,8,31000,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
622,Ford,8,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
623,Tata,2,6000,Individual,Petrol,Manual,17,1198,108.5,5,750000
625,Land Rover,2,12000,Dealer,Diesel,Automatic,12.63,2179,147.5,5,4000000
627,Skoda,8,65000,Dealer,Diesel,Manual,17.2,1968,138.1,5,499000
628,Honda,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,525000
629,Hyundai,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,535000
630,Maruti,5,62150,Dealer,Petrol,Manual,23.26,1197,88.5,5,485000
631,Mahindra,6,47300,Dealer,Diesel,Manual,15.1,2179,140,7,745000
632,Ford,6,63000,Dealer,Diesel,Manual,25.83,1498,99,5,475000
633,Hyundai,7,80000,Individual,Diesel,Manual,24,1120,70,5,300000
634,Volvo,5,20400,Dealer,Diesel,Automatic,18,1969,190,5,3650000
638,Maruti,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,299000
639,Maruti,4,52000,Dealer,Diesel,Manual,24.52,1248,88.5,7,695000
641,Hyundai,8,70000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000
642,Hyundai,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
643,Hyundai,6,70000,Individual,Diesel,Manual,24,1120,70,5,455000
645,Maruti,13,100000,Individual,Petrol,Manual,18.9,1061,67,5,150000
646,Honda,3,50000,Individual,Petrol,Manual,17.8,1198,86.7,5,550000
647,Hyundai,6,67000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
648,Hyundai,8,70000,Dealer,Diesel,Manual,22.32,1582,126.3,5,365000
649,Honda,2,21100,Dealer,Petrol,Automatic,18.1,1199,88.7,5,775000
650,Hyundai,6,50000,Individual,Petrol,Manual,18.9,1197,82,5,310000
651,Hyundai,2,27594,Trustmark Dealer,Petrol,Manual,18.27,998,118.35,5,995000
652,Hyundai,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,190000
653,Toyota,5,37000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
654,Honda,2,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,906000
655,Ford,4,35000,Individual,Diesel,Manual,23,1498,98.96,5,785000
656,Maruti,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
657,Maruti,2,12005,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1200000
658,Mahindra,8,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,470000
659,Honda,10,119000,Individual,Petrol,Manual,17,1497,118,5,400000
660,Kia,1,3500,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1490000
661,Maruti,2,11000,Dealer,Petrol,Manual,21.4,1197,83.1,5,535000
662,Skoda,5,47612,Dealer,Diesel,Manual,21.13,1498,108.6,5,590000
663,Renault,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,235000
664,Hyundai,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1250000
665,Maruti,6,120000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
667,BMW,2,22450,Dealer,Diesel,Automatic,20.68,1995,190,5,3011000
668,Maruti,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615000
669,Renault,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
670,Mahindra,6,42000,Dealer,Diesel,Manual,16,2179,140,7,925000
672,Maruti,2,14000,Dealer,Diesel,Manual,19.3,1248,73.9,5,725000
673,Renault,3,10000,Individual,Petrol,Manual,23.01,999,67,5,350000
674,Maruti,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,360000
676,Honda,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
678,Mahindra,3,50000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1300000
679,Volkswagen,10,64471,Dealer,Petrol,Manual,15.26,1598,103.5,5,285000
680,Maruti,17,50000,Individual,Petrol,Manual,18.9,998,67.1,5,62000
681,Maruti,3,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,550000
683,Honda,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000
685,Mahindra,9,63497,Individual,Diesel,Manual,15.96,2523,62.1,7,396000
686,Maruti,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000
687,Hyundai,12,67000,Individual,Petrol,Manual,20.36,1197,78.9,5,210000
689,Maruti,6,50000,Individual,Diesel,Manual,25.2,1248,74,5,500000
691,Datsun,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,210000
692,Hyundai,9,57000,Dealer,Petrol,Manual,17.01,1591,121.3,5,425000
693,Mahindra,10,30000,Individual,Diesel,Manual,13.6,2523,63,7,425000
694,Maruti,3,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,495000
695,Maruti,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,220000
696,Tata,10,190000,Individual,Diesel,Manual,11.57,2179,138.1,7,218000
697,Mahindra,3,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,750000
698,Maruti,4,60000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,715000
699,Audi,7,21000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1800000
702,Maruti,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
703,Renault,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
704,Maruti,11,100000,Individual,Petrol,Manual,20.92,998,67.1,5,168000
705,Land Rover,9,175000,Individual,Diesel,Automatic,11.8,2993,241.6,7,2500000
706,Mercedes-Benz,9,86500,Dealer,Diesel,Automatic,14.21,2143,203,5,1400000
708,Maruti,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,350000
710,Hyundai,8,76300,Individual,Diesel,Manual,22.32,1582,126.32,5,480000
711,Renault,2,10000,Individual,Petrol,Automatic,24.04,999,67,5,400000
712,Hyundai,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
713,Mahindra,5,26000,Individual,Petrol,Manual,18.15,1198,82,6,420000
714,Maruti,3,100000,Individual,Diesel,Manual,23.4,1248,74,5,531000
716,Ford,2,4000,Individual,Petrol,Manual,17,1497,121.36,5,800000
717,Maruti,6,86000,Individual,Diesel,Manual,26.59,1248,74,5,550000
718,Volkswagen,9,81000,Dealer,Diesel,Manual,20.54,1598,103.6,5,465000
719,Maruti,9,41321,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
720,Mahindra,10,46000,Individual,Diesel,Manual,13.6,2523,63,7,340000
722,Honda,12,75000,Dealer,Petrol,Manual,16.9,1497,100,5,340000
723,Maruti,12,113000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
724,Hyundai,3,15000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1225000
725,Honda,6,16942,Dealer,Petrol,Manual,18,1198,86.7,5,439000
726,Honda,5,29484,Dealer,Petrol,Manual,18.7,1199,88.7,5,465000
728,Maruti,6,84405,Individual,Diesel,Manual,26.59,1248,74,5,530000
729,Maruti,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
730,Maruti,4,14838,Individual,Petrol,Manual,22,1197,81.8,5,525000
731,Honda,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
732,Maruti,14,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
733,Toyota,9,120000,Individual,Diesel,Manual,12.99,2494,100,7,860000
734,Maruti,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
735,Maruti,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5,410000
736,Tata,12,80000,Individual,Diesel,Manual,13.93,2179,138.1,7,175000
737,Maruti,6,66000,Dealer,Petrol,Manual,20.85,1197,83.14,5,400000
738,Honda,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
739,Toyota,3,80000,Individual,Diesel,Manual,13.68,2393,147.8,8,1350000
740,Maruti,7,60000,Individual,Diesel,Manual,25.2,1248,74,5,450000
742,Honda,6,50000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
743,Audi,8,28000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2650000
744,Maruti,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000
746,Maruti,3,18000,Individual,Petrol,Manual,21.63,998,67,5,460000
747,Maruti,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
748,Hyundai,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
749,Mahindra,5,50000,Individual,Diesel,Manual,15.4,1997,120,7,950000
750,Mahindra,9,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
751,Maruti,9,20000,Individual,CNG,Manual,15.1,1196,73,5,220000
752,Mahindra,3,50000,Individual,Diesel,Manual,16.55,2498,105,6,900000
753,Volkswagen,6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
754,Toyota,6,48000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1930000
756,Maruti,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000
757,Renault,1,1784,Dealer,Petrol,Manual,20,999,71,7,660000
758,BMW,10,98955,Dealer,Diesel,Automatic,13.2,1995,170,5,575000
759,Toyota,8,52000,Dealer,Diesel,Manual,12.99,2494,100,7,625000
760,Hyundai,3,39000,Dealer,Petrol,Automatic,13,1591,121.3,5,1250000
762,Mahindra,5,78000,Dealer,Diesel,Manual,25.32,1198,77,6,425000
763,Datsun,5,58000,Individual,Petrol,Manual,19.44,1198,67,7,460000
764,Audi,3,34500,Individual,Diesel,Automatic,18.25,1968,187.74,5,3000000
765,Volkswagen,11,60000,Individual,Petrol,Manual,16.47,1198,73.9,5,200000
766,Maruti,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,211000
768,Maruti,6,51000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
769,BMW,7,23746,Dealer,Diesel,Automatic,22.69,1995,190,5,1600000
770,Maruti,10,55780,Dealer,Petrol,Manual,20.92,998,67.1,5,220000
771,Mahindra,4,100000,Individual,Diesel,Manual,15.4,1997,120,7,880000
772,Hyundai,9,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
773,Mahindra,4,20000,Individual,Diesel,Manual,15.4,2523,75,7,800000
774,Tata,4,42000,Dealer,Diesel,Manual,27.28,1047,69,5,435000
775,Maruti,14,52235,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
776,Renault,7,56000,Dealer,Diesel,Manual,20.45,1461,83.8,5,450000
777,Maruti,9,37000,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
778,Maruti,8,70000,Individual,Diesel,Manual,23.4,1248,74,5,385000
780,Maruti,8,138000,Individual,Diesel,Manual,23.4,1248,74,5,400000
781,Maruti,3,22000,Individual,CNG,Manual,21.94,1196,61.7,5,480000
782,Honda,6,41604,Trustmark Dealer,Petrol,Manual,18,1198,86.7,5,400000
784,Maruti,4,70000,Dealer,Diesel,Manual,26.32,1498,93.87,5,650000
785,Jaguar,8,30150,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2011000
786,Ford,4,39884,Dealer,Diesel,Manual,23,1498,98.96,5,880000
787,Datsun,4,40000,Dealer,Petrol,Manual,22.5,999,67,5,295000
788,Mahindra,6,27000,Individual,Diesel,Manual,16.55,2498,105,6,800000
789,Hyundai,12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
791,Honda,3,25000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
792,Toyota,7,50000,Individual,Diesel,Manual,13,2982,168.5,7,2000000
793,Honda,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
794,Mahindra,7,80000,Individual,Diesel,Manual,12.05,2179,120,8,555000
795,Ford,6,58000,Dealer,Diesel,Manual,23,1498,98.96,5,570000
796,Renault,3,22000,Individual,Petrol,Manual,23.01,999,67,5,306000
797,Maruti,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000
798,Toyota,3,28000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3200000
799,Maruti,9,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,300000
801,Maruti,9,65000,Dealer,Diesel,Manual,20.77,1248,88.76,7,430000
802,Maruti,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
803,Honda,7,55000,Dealer,Diesel,Manual,26,1498,98.6,5,549000
804,Maruti,5,47000,Dealer,Petrol,Manual,22,1197,81.8,5,475000
807,Honda,7,144000,Individual,Diesel,Manual,26,1498,98.6,5,410000
808,Maruti,5,20500,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
809,Hyundai,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,820000
810,Mahindra,9,32208,Dealer,Diesel,Manual,14,2523,75,8,625000
811,Datsun,3,68000,Individual,Petrol,Manual,19.83,1198,67,5,370000
812,Maruti,7,90000,Individual,Diesel,Manual,25.2,1248,74,5,350000
814,Lexus,4,34000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
815,Maruti,2,14499,Trustmark Dealer,Petrol,Manual,22,1197,81.8,5,535000
816,Hyundai,2,34000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1050000
817,Tata,5,17500,Individual,Diesel,Manual,27.28,1047,69,5,400000
818,Maruti,6,39900,Dealer,CNG,Manual,15.1,1196,73,5,275000
819,Maruti,16,120000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
820,Jeep,4,40000,Dealer,Petrol,Automatic,9.5,3604,280,5,4875000
821,Maruti,8,90000,Individual,Diesel,Manual,23.4,1248,74,5,400000
823,Maruti,16,40000,Individual,Petrol,Manual,19.7,796,46.3,5,121000
824,Maruti,7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000
825,Hyundai,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,510000
826,Maruti,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
827,Maruti,2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
828,Honda,2,4717,Dealer,Petrol,Automatic,19,1199,88.76,5,785000
830,Maruti,5,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,625000
832,Ford,7,150000,Individual,Diesel,Manual,22.7,1498,89.84,5,470000
834,Maruti,4,90000,Individual,Diesel,Manual,28.4,1248,74,5,620000
835,Honda,7,100000,Individual,Diesel,Manual,26,1498,98.6,5,570000
